Nom_exploitant,Raison_sociale,Description_infraction,Adresse_lieu_infraction,Type_etablissement,Information_etablissement,Date_infraction,Date_jugement,Date_publication,Amende,SOC_CD_LOI,SOC_NOM_LOI,SOC_CD_REGL,SOC_NOM_REGL,SOC_CD_ARTCL_INFRC,SOC_NOM_ARTCL_INFRC,SOC_CD_POURS,SOC_DESC_POURS,SOC_CD_REGRP_TYP_ENTT,SOC_DESC_REGRP_TYP_ENTT,Latitude,Longitude
9382-5206 QUEBEC INC.,RESTO SEOUL,"LE LIEU OU LE VEHICULE DOIT ETRE EXEMPT DE CONTAMINANTS, DE POLLUANTS, DE TOUTE ESPECE D'ANIMAUX Y COMPRIS LES INSECTES ET LES RONGEURS OU DE LEURS EXCREMENTS.","4287 RUE SAINT-DENIS MONTREAL, (QC) H2J2K9",RESTAURANT,,03/31/2025 00:00:00,05/23/2025 00:00:00,05/23/2025 00:00:00,1000 $,P-29,"Loi sur les produits alimentaires (RLRQ, chapitre P-29)",r.1            ,REGLEMENT SUR LES ALIMENTS,2.1.2               ,,3,VILLE DE MONTREAL,21,RESTAURATION,45.5225463,-73.5793911
14707923 CANADA INC.,GIBBYS RESTAURANT,"LE LIEU OU LE VEHICULE DOIT ETRE EXEMPT DE CONTAMINANTS, DE POLLUANTS, DE TOUTE ESPECE D'ANIMAUX Y COMPRIS LES INSECTES ET LES RONGEURS OU DE LEURS EXCREMENTS.","298 PLACE D'YOUVILLE MONTREAL, (QC) H2Y2B6",RESTAURANT,,04/01/2025 00:00:00,11/24/2025 00:00:00,11/24/2025 00:00:00,1000 $,P-29,"Loi sur les produits alimentaires (RLRQ, chapitre P-29)",r.1            ,REGLEMENT SUR LES ALIMENTS,2.1.2               ,,3,VILLE DE MONTREAL,21,RESTAURATION,45.5013863,-73.5550493
9380-9234 QUEBEC INC.,NOUS SOMMES CAFE,"LE LIEU OU LE VEHICULE DOIT ETRE EXEMPT DE CONTAMINANTS, DE POLLUANTS, DE TOUTE ESPECE D'ANIMAUX Y COMPRIS LES INSECTES ET LES RONGEURS OU DE LEURS EXCREMENTS.","180 RUE PRINCE-ARTHUR EST MONTREAL, (QC) H2X1B7",CASSE-CROUTE,,04/23/2025 00:00:00,02/02/2026 00:00:00,02/02/2026 00:00:00,500 $,P-29,"Loi sur les produits alimentaires (RLRQ, chapitre P-29)",r.1            ,REGLEMENT SUR LES ALIMENTS,2.1.2               ,,3,VILLE DE MONTREAL,21,RESTAURATION,45.5155998,-73.5709357
9490-3473 QUEBEC INC.,RESTAURANT LE SENATEUR,"LE LIEU OU LE VEHICULE DOIT ETRE EXEMPT DE CONTAMINANTS, DE POLLUANTS, DE TOUTE ESPECE D'ANIMAUX Y COMPRIS LES INSECTES ET LES RONGEURS OU DE LEURS EXCREMENTS.","254 RUE SAINT-PAUL EST MONTREAL, (QC) H2Y1G9",RESTAURANT,,06/18/2025 00:00:00,07/21/2025 00:00:00,07/21/2025 00:00:00,1000 $,P-29,"Loi sur les produits alimentaires (RLRQ, chapitre P-29)",r.1            ,REGLEMENT SUR LES ALIMENTS,2.1.2               ,,3,VILLE DE MONTREAL,21,RESTAURATION,45.5078962,-73.5521699
9250-5544 QUEBEC INC.,RESTAURANT BASHA MTL TRUST,"LE LIEU OU LE VEHICULE DOIT ETRE EXEMPT DE CONTAMINANTS, DE POLLUANTS, DE TOUTE ESPECE D'ANIMAUX Y COMPRIS LES INSECTES ET LES RONGEURS OU DE LEURS EXCREMENTS.","1500 AVENUE MCGILL COLLEGE A023 MONTREAL, (QC) H3A3J5",RESTAURANT,,07/02/2025 00:00:00,01/23/2026 00:00:00,01/23/2026 00:00:00,1000 $,P-29,"Loi sur les produits alimentaires (RLRQ, chapitre P-29)",r.1            ,REGLEMENT SUR LES ALIMENTS,2.1.2               ,,3,VILLE DE MONTREAL,21,RESTAURATION,45.5022325,-73.5726556
9326-7029 QUEBEC INC.,UNIVERSEL DEJEUNER ET GRILLADES,"LE PRODUIT ALTERABLE A LA CHALEUR A L'EXCEPTION DES FRUITS ET LEGUMES FRAIS ENTIERS DOIT ETRE REFROIDI SANS RETARD ET MAINTENU CONSTAMMENT A UNE TEMPERATURE INTERNE ET AMBIANTE NE DEPASSANT PAS 4C JUSQU'A SA LIVRAISON AU CONSOMMATEUR, SAUF PENDANT LE TEMPS REQUIS POUR L'APPLICATION D'UN PROCEDE DE FABRICATION OU D'UN TRAITEMENT RECONNU EN INDUSTRIE ALIMENTAIRE ET QUI EXIGE UNE PLUS HAUTE TEMPERATURE.","359 RUE SAINTE-CATHERINE OUEST MONTREAL, (QC) H3B1A4",RESTAURANT,,07/03/2025 00:00:00,03/04/2026 00:00:00,03/04/2026 00:00:00,1000 $,P-29,"Loi sur les produits alimentaires (RLRQ, chapitre P-29)",r.1            ,REGLEMENT SUR LES ALIMENTS,1.4.1               ,TEMPERATURE DE CONSERVATION,3,VILLE DE MONTREAL,21,RESTAURATION,45.5061374,-73.5673512
9334-5593 QUEBEC INC.,VUA SANDWICHS (LOCAL DE PREPARATION),"LE LIEU OU LE VEHICULE DOIT ETRE EXEMPT DE CONTAMINANTS, DE POLLUANTS, DE TOUTE ESPECE D'ANIMAUX Y COMPRIS LES INSECTES ET LES RONGEURS OU DE LEURS EXCREMENTS.","1579 RUE SAINT-DENIS MONTREAL, (QC) H2X2K3",LOCAL PREPARATION D'ALIMENTS,,07/21/2025 00:00:00,08/22/2025 00:00:00,08/22/2025 00:00:00,1000 $,P-29,"Loi sur les produits alimentaires (RLRQ, chapitre P-29)",r.1            ,REGLEMENT SUR LES ALIMENTS,2.1.2               ,,3,VILLE DE MONTREAL,20,DÉTAIL,45.5147163,-73.5623244
9370-6166 QUEBEC INC.,LA REINE PATISSIERE,"TOUT PRODUIT CONDITIONNE EN VUE DE LA VENTE DOIT PORTER, EN CARACTERES INDELEBILES, TRES LISIBLES ET APPARENTS, SUR LE RECIPIENT, L'EMBALLAGE OU L'ENVELOPPE QUI LE CONTIENT LES INSCRIPTIONS NECESSAIRES POUR REVELER LA NATURE, L'ETAT, LA COMPOSITION, L'UTILISATION, LA QUANTITE EXACTE, L'ORIGINE ET TOUTE PARTICULARITE DU PRODUIT: LES NOM ET ADRESSE DU FABRICANT, PREPARATEUR, CONDITIONNEUR, EMBALLEUR, FOURNISSEUR OU DISTRIBUTEUR: LE LIEU DE FABRICATION, PREPARATION OU CONDITIONNEMENT DU PRODUIT. L'ENUMERATION DES COMPOSANTS DOIT FIGURER PAR ORDRE D'IMPORTANCE DECROISSANT. L'INDICATION DE POIDS DOIT TENIR COMPTE DE LA PERTE QUE PEUT NORMALEMENT SUBIR LE PRODUIT APRES SON CONDITIONNEMENT ET ETRE EXPRIMEE EN POIDS NET.","12210 BOULEVARD LAURENTIEN MONTREAL, (QC) H4K1M9",PATISSERIE,"L'exploitant, qui opérait à la date de l'infraction, a cessé ses opérations",06/21/2024 00:00:00,02/21/2025 00:00:00,02/21/2025 00:00:00,500 $,P-29,"Loi sur les produits alimentaires (RLRQ, chapitre P-29)",r.1            ,REGLEMENT SUR LES ALIMENTS,3.3.3               ,INSCRIPTION OBLIGATOIRE,3,VILLE DE MONTREAL,20,DÉTAIL,45.527319,-73.7199628
HELAOUI FRERES INC.,BIONETTE,"LE PRODUIT ALTERABLE A LA CHALEUR A L'EXCEPTION DES FRUITS ET LEGUMES FRAIS ENTIERS DOIT ETRE REFROIDI SANS RETARD ET MAINTENU CONSTAMMENT A UNE TEMPERATURE INTERNE ET AMBIANTE NE DEPASSANT PAS 4C JUSQU'A SA LIVRAISON AU CONSOMMATEUR, SAUF PENDANT LE TEMPS REQUIS POUR L'APPLICATION D'UN PROCEDE DE FABRICATION OU D'UN TRAITEMENT RECONNU EN INDUSTRIE ALIMENTAIRE ET QUI EXIGE UNE PLUS HAUTE TEMPERATURE.","3131 BOULEVARD DE LA COTE-VERTU E1B MONTREAL, (QC) H4R1Y8",BOULANGERIE/PATISSERIE DE DEPOT,,07/18/2024 00:00:00,03/19/2025 00:00:00,03/19/2025 00:00:00,1000 $,P-29,"Loi sur les produits alimentaires (RLRQ, chapitre P-29)",r.1            ,REGLEMENT SUR LES ALIMENTS,1.4.1               ,TEMPERATURE DE CONSERVATION,3,VILLE DE MONTREAL,20,DÉTAIL,,
RESTAURANT BELLISSIMO DORVAL INC.,BELLISSIMO RESTAURANT,"LE PRODUIT ALTERABLE A LA CHALEUR A L'EXCEPTION DES FRUITS ET LEGUMES FRAIS ENTIERS DOIT ETRE REFROIDI SANS RETARD ET MAINTENU CONSTAMMENT A UNE TEMPERATURE INTERNE ET AMBIANTE NE DEPASSANT PAS 4C JUSQU'A SA LIVRAISON AU CONSOMMATEUR, SAUF PENDANT LE TEMPS REQUIS POUR L'APPLICATION D'UN PROCEDE DE FABRICATION OU D'UN TRAITEMENT RECONNU EN INDUSTRIE ALIMENTAIRE ET QUI EXIGE UNE PLUS HAUTE TEMPERATURE.","484 CHEMIN DU BORD-DU-LAC-LAKESHOR DORVAL, (QC) H9S2A8",RESTAURANT,,09/12/2024 00:00:00,10/31/2024 00:00:00,10/31/2024 00:00:00,1000 $,P-29,"Loi sur les produits alimentaires (RLRQ, chapitre P-29)",r.1            ,REGLEMENT SUR LES ALIMENTS,1.4.1               ,TEMPERATURE DE CONSERVATION,3,VILLE DE MONTREAL,21,RESTAURATION,,
9038-7200 QUEBEC INC.,TIM HORTONS,"LES PERSONNES AFFECTEES A LA PREPARATION DES PRODUITS, AU LAVAGE OU AU NETTOYAGE DU MATERIEL ET DE L'EQUIPEMENT DOIVENT NE PORTER AUCUN VERNIS A ONGLES, NI MONTRES, BAGUES, BOUCLES D'OREILLES OU AUTRES BIJOUX.","1300 AUTOROUTE TRANSCANADIENNE DORVAL, (QC) H9P1H7",RESTAURANT,,10/16/2024 00:00:00,11/13/2024 00:00:00,11/13/2024 00:00:00,500 $,P-29,"Loi sur les produits alimentaires (RLRQ, chapitre P-29)",r.1            ,REGLEMENT SUR LES ALIMENTS,2.2.3               ,PERSONNEL,3,VILLE DE MONTREAL,21,RESTAURATION,45.4850442,-73.7826073
9150-5495 QUEBEC INC.,LA FOIRE DES ANTILLES,"LE PRODUIT ALTERABLE A LA CHALEUR A L'EXCEPTION DES FRUITS ET LEGUMES FRAIS ENTIERS DOIT ETRE REFROIDI SANS RETARD ET MAINTENU CONSTAMMENT A UNE TEMPERATURE INTERNE ET AMBIANTE NE DEPASSANT PAS 4C JUSQU'A SA LIVRAISON AU CONSOMMATEUR, SAUF PENDANT LE TEMPS REQUIS POUR L'APPLICATION D'UN PROCEDE DE FABRICATION OU D'UN TRAITEMENT RECONNU EN INDUSTRIE ALIMENTAIRE ET QUI EXIGE UNE PLUS HAUTE TEMPERATURE.","8505 BOULEVARD SAINT-MICHEL MONTREAL, (QC) H1Z3E7",EPICERIE/BOUCHERIE,,04/11/2024 00:00:00,12/18/2024 00:00:00,12/18/2024 00:00:00,1000 $,P-29,"Loi sur les produits alimentaires (RLRQ, chapitre P-29)",r.1            ,REGLEMENT SUR LES ALIMENTS,1.4.1               ,TEMPERATURE DE CONSERVATION,3,VILLE DE MONTREAL,20,DÉTAIL,45.5671779,-73.6173897
9347-5366 QUEBEC INC.,MONTEIRO,"LES PERSONNES AFFECTEES A LA PREPARATION DES PRODUITS, AU LAVAGE OU AU NETTOYAGE DU MATERIEL ET DE L'EQUIPEMENT DOIVENT: PORTER UN BONNET OU UNE RESILLE PROPRE QUI RECOUVRE ENTIEREMENT LES CHEVEUX: PORTER UN COUVRE-BARBE PROPRE QUI RECOUVRE ENTIEREMENT LA BARBE.","5327 AVENUE GATINEAU MONTREAL, (QC) H3T1X1",RESTAURANT,,05/29/2024 00:00:00,07/23/2024 00:00:00,07/23/2024 00:00:00,500 $,P-29,"Loi sur les produits alimentaires (RLRQ, chapitre P-29)",r.1            ,REGLEMENT SUR LES ALIMENTS,2.2.3               ,PERSONNEL,3,VILLE DE MONTREAL,21,RESTAURATION,45.4972017,-73.6216017
RESTAURANT & DELICATESSE GERRY'S INC.,RESTAURANT GERRY'S,"LE PRODUIT ALTERABLE A LA CHALEUR A L'EXCEPTION DES FRUITS ET LEGUMES FRAIS ENTIERS DOIT ETRE REFROIDI SANS RETARD ET MAINTENU CONSTAMMENT A UNE TEMPERATURE INTERNE ET AMBIANTE NE DEPASSANT PAS 4C JUSQU'A SA LIVRAISON AU CONSOMMATEUR, SAUF PENDANT LE TEMPS REQUIS POUR L'APPLICATION D'UN PROCEDE DE FABRICATION OU D'UN TRAITEMENT RECONNU EN INDUSTRIE ALIMENTAIRE ET QUI EXIGE UNE PLUS HAUTE TEMPERATURE.","3982 RUE ONTARIO EST MONTREAL, (QC) H1W1S9",RESTAURANT,"L'exploitant, qui opérait à la date de l'infraction, a cessé ses opérations",07/30/2024 00:00:00,03/19/2025 00:00:00,03/19/2025 00:00:00,1000 $,P-29,"Loi sur les produits alimentaires (RLRQ, chapitre P-29)",r.1            ,REGLEMENT SUR LES ALIMENTS,1.4.1               ,TEMPERATURE DE CONSERVATION,3,VILLE DE MONTREAL,21,RESTAURATION,45.5493195,-73.5416834
9463-5331 QUEBEC INC.,TACOS DE LYON,"LES PERSONNES AFFECTEES A LA PREPARATION DES PRODUITS, AU LAVAGE OU AU NETTOYAGE DU MATERIEL ET DE L'EQUIPEMENT DOIVENT: PORTER UN BONNET OU UNE RESILLE PROPRE QUI RECOUVRE ENTIEREMENT LES CHEVEUX: PORTER UN COUVRE-BARBE PROPRE QUI RECOUVRE ENTIEREMENT LA BARBE.","3532 RUE JEAN-TALON EST MONTREAL, (QC) H2A1X2",RESTAURANT,,08/02/2024 00:00:00,03/19/2025 00:00:00,03/19/2025 00:00:00,500 $,P-29,"Loi sur les produits alimentaires (RLRQ, chapitre P-29)",r.1            ,REGLEMENT SUR LES ALIMENTS,2.2.3               ,PERSONNEL,3,VILLE DE MONTREAL,21,RESTAURATION,45.5613579,-73.5958629
LE PHI HUNG,SUSHI BAE,LE PRODUIT PERISSABLE VENDU CHAUD OU SERVI CHAUD AU CONSOMMATEUR DOIT ETRE GARDE A UNE TEMPERATURE INTERNE D'AU MOINS 60C JUSQU'A SA LIVRAISON.,"4910A RUE WELLINGTON MONTREAL, (QC) H4G1X6",RESTAURANT,,09/17/2024 00:00:00,11/11/2024 00:00:00,11/11/2024 00:00:00,1000 $,P-29,"Loi sur les produits alimentaires (RLRQ, chapitre P-29)",r.1            ,REGLEMENT SUR LES ALIMENTS,1.4.1               ,TEMPERATURE DE CONSERVATION,3,VILLE DE MONTREAL,21,RESTAURATION,45.4965962,-73.555626
LES ALIMENTS GG 2 INC.,SUBWAY,"LE PRODUIT ALTERABLE A LA CHALEUR A L'EXCEPTION DES FRUITS ET LEGUMES FRAIS ENTIERS DOIT ETRE REFROIDI SANS RETARD ET MAINTENU CONSTAMMENT A UNE TEMPERATURE INTERNE ET AMBIANTE NE DEPASSANT PAS 4C JUSQU'A SA LIVRAISON AU CONSOMMATEUR, SAUF PENDANT LE TEMPS REQUIS POUR L'APPLICATION D'UN PROCEDE DE FABRICATION OU D'UN TRAITEMENT RECONNU EN INDUSTRIE ALIMENTAIRE ET QUI EXIGE UNE PLUS HAUTE TEMPERATURE.","4235 RUE WELLINGTON MONTREAL, (QC) H4G1V9",RESTAURANT SERVICE RAPIDE,,03/27/2025 00:00:00,01/16/2026 00:00:00,01/16/2026 00:00:00,1000 $,P-29,"Loi sur les produits alimentaires (RLRQ, chapitre P-29)",r.1            ,REGLEMENT SUR LES ALIMENTS,1.4.1               ,TEMPERATURE DE CONSERVATION,3,VILLE DE MONTREAL,21,RESTAURATION,45.4614241,-73.5672685
9363-4285 QUEBEC INC.,SCORES,"LE PRODUIT ALTERABLE A LA CHALEUR A L'EXCEPTION DES FRUITS ET LEGUMES FRAIS ENTIERS DOIT ETRE REFROIDI SANS RETARD ET MAINTENU CONSTAMMENT A UNE TEMPERATURE INTERNE ET AMBIANTE NE DEPASSANT PAS 4C JUSQU'A SA LIVRAISON AU CONSOMMATEUR, SAUF PENDANT LE TEMPS REQUIS POUR L'APPLICATION D'UN PROCEDE DE FABRICATION OU D'UN TRAITEMENT RECONNU EN INDUSTRIE ALIMENTAIRE ET QUI EXIGE UNE PLUS HAUTE TEMPERATURE.","985 BOULEVARD SAINT-JEAN POINTE-CLAIRE, (QC) H9R5K3",RESTAURANT,"L'exploitant, qui opérait à la date de l'infraction, a cessé ses opérations",06/19/2024 00:00:00,03/19/2025 00:00:00,03/19/2025 00:00:00,1000 $,P-29,"Loi sur les produits alimentaires (RLRQ, chapitre P-29)",r.1            ,REGLEMENT SUR LES ALIMENTS,1.4.1               ,TEMPERATURE DE CONSERVATION,3,VILLE DE MONTREAL,21,RESTAURATION,45.4695002,-73.8303182
12967961 CANADA INC.,ESTELLE,"LE PRODUIT ALTERABLE A LA CHALEUR A L'EXCEPTION DES FRUITS ET LEGUMES FRAIS ENTIERS DOIT ETRE REFROIDI SANS RETARD ET MAINTENU CONSTAMMENT A UNE TEMPERATURE INTERNE ET AMBIANTE NE DEPASSANT PAS 4C JUSQU'A SA LIVRAISON AU CONSOMMATEUR, SAUF PENDANT LE TEMPS REQUIS POUR L'APPLICATION D'UN PROCEDE DE FABRICATION OU D'UN TRAITEMENT RECONNU EN INDUSTRIE ALIMENTAIRE ET QUI EXIGE UNE PLUS HAUTE TEMPERATURE.","630 RUE DE COURCELLE MONTREAL, (QC) H4C3C5",RESTAURANT,,01/08/2025 00:00:00,11/24/2025 00:00:00,11/24/2025 00:00:00,1000 $,P-29,"Loi sur les produits alimentaires (RLRQ, chapitre P-29)",r.1            ,REGLEMENT SUR LES ALIMENTS,1.4.1               ,TEMPERATURE DE CONSERVATION,3,VILLE DE MONTREAL,21,RESTAURATION,45.4739305,-73.5926787
FROMAGERIE LA CAMPAGNOLA INC.,FROMAGERIE LA CAMPAGNOLA (CAMP'S),"LE PRODUIT ALTERABLE A LA CHALEUR A L'EXCEPTION DES FRUITS ET LEGUMES FRAIS ENTIERS DOIT ETRE REFROIDI SANS RETARD ET MAINTENU CONSTAMMENT A UNE TEMPERATURE INTERNE ET AMBIANTE NE DEPASSANT PAS 4C JUSQU'A SA LIVRAISON AU CONSOMMATEUR, SAUF PENDANT LE TEMPS REQUIS POUR L'APPLICATION D'UN PROCEDE DE FABRICATION OU D'UN TRAITEMENT RECONNU EN INDUSTRIE ALIMENTAIRE ET QUI EXIGE UNE PLUS HAUTE TEMPERATURE.","1708 AVENUE DOLLARD MONTREAL, (QC) H8N1T8",RESTAURANT,,08/29/2024 00:00:00,09/27/2024 00:00:00,09/27/2024 00:00:00,1000 $,P-29,"Loi sur les produits alimentaires (RLRQ, chapitre P-29)",r.1            ,REGLEMENT SUR LES ALIMENTS,1.4.1               ,TEMPERATURE DE CONSERVATION,3,VILLE DE MONTREAL,21,RESTAURATION,45.4285331,-73.6311716
PIZZA BAR CACHERE INC.,PIZZA BAR CACHERE,"LE PRODUIT ALTERABLE A LA CHALEUR A L'EXCEPTION DES FRUITS ET LEGUMES FRAIS ENTIERS DOIT ETRE REFROIDI SANS RETARD ET MAINTENU CONSTAMMENT A UNE TEMPERATURE INTERNE ET AMBIANTE NE DEPASSANT PAS 4C JUSQU'A SA LIVRAISON AU CONSOMMATEUR, SAUF PENDANT LE TEMPS REQUIS POUR L'APPLICATION D'UN PROCEDE DE FABRICATION OU D'UN TRAITEMENT RECONNU EN INDUSTRIE ALIMENTAIRE ET QUI EXIGE UNE PLUS HAUTE TEMPERATURE.","5800 BOULEVARD CAVENDISH E-6 COTE SAINT-LUC, (QC) H4W2T5",RESTAURANT SERVICE RAPIDE,,12/05/2024 00:00:00,10/03/2025 00:00:00,10/03/2025 00:00:00,1000 $,P-29,"Loi sur les produits alimentaires (RLRQ, chapitre P-29)",r.1            ,REGLEMENT SUR LES ALIMENTS,1.4.1               ,TEMPERATURE DE CONSERVATION,3,VILLE DE MONTREAL,21,RESTAURATION,,
LS TRAVEL RETAIL NORTH AMERICA INC.,1 MINUTE (ARRIVEES),"LE PRODUIT ALTERABLE A LA CHALEUR A L'EXCEPTION DES FRUITS ET LEGUMES FRAIS ENTIERS DOIT ETRE REFROIDI SANS RETARD ET MAINTENU CONSTAMMENT A UNE TEMPERATURE INTERNE ET AMBIANTE NE DEPASSANT PAS 4C JUSQU'A SA LIVRAISON AU CONSOMMATEUR, SAUF PENDANT LE TEMPS REQUIS POUR L'APPLICATION D'UN PROCEDE DE FABRICATION OU D'UN TRAITEMENT RECONNU EN INDUSTRIE ALIMENTAIRE ET QUI EXIGE UNE PLUS HAUTE TEMPERATURE.","975 BOULEVARD ROMEO-VACHON NORD DORVAL, (QC) H4Y1H2",EPICERIE/BOUCHERIE,,05/09/2025 00:00:00,06/06/2025 00:00:00,06/06/2025 00:00:00,1000 $,P-29,"Loi sur les produits alimentaires (RLRQ, chapitre P-29)",r.1            ,REGLEMENT SUR LES ALIMENTS,1.4.1               ,TEMPERATURE DE CONSERVATION,3,VILLE DE MONTREAL,20,DÉTAIL,45.4577452,-73.7512963
9193-4315 QUEBEC INC.,SUBWAY (ARRIVEE),"LE PRODUIT ALTERABLE A LA CHALEUR A L'EXCEPTION DES FRUITS ET LEGUMES FRAIS ENTIERS DOIT ETRE REFROIDI SANS RETARD ET MAINTENU CONSTAMMENT A UNE TEMPERATURE INTERNE ET AMBIANTE NE DEPASSANT PAS 4C JUSQU'A SA LIVRAISON AU CONSOMMATEUR, SAUF PENDANT LE TEMPS REQUIS POUR L'APPLICATION D'UN PROCEDE DE FABRICATION OU D'UN TRAITEMENT RECONNU EN INDUSTRIE ALIMENTAIRE ET QUI EXIGE UNE PLUS HAUTE TEMPERATURE.","975 BOULEVARD ROMEO-VACHON NORD TR DORVAL, (QC) H4Y1H2",RESTAURANT SERVICE RAPIDE,,07/08/2025 00:00:00,07/30/2025 00:00:00,07/30/2025 00:00:00,1000 $,P-29,"Loi sur les produits alimentaires (RLRQ, chapitre P-29)",r.1            ,REGLEMENT SUR LES ALIMENTS,1.4.1               ,TEMPERATURE DE CONSERVATION,3,VILLE DE MONTREAL,21,RESTAURATION,,
9448-6081 QUEBEC INC.,YASER FRUITS,LE PRODUIT PERISSABLE VENDU CHAUD OU SERVI CHAUD AU CONSOMMATEUR DOIT ETRE GARDE A UNE TEMPERATURE INTERNE D'AU MOINS 60C JUSQU'A SA LIVRAISON.,"7256 RUE HUTCHISON MONTREAL, (QC) H3N1Z1",HYPERMARCHE,,06/12/2024 00:00:00,02/20/2025 00:00:00,02/20/2025 00:00:00,1000 $,P-29,"Loi sur les produits alimentaires (RLRQ, chapitre P-29)",r.1            ,REGLEMENT SUR LES ALIMENTS,1.4.1               ,TEMPERATURE DE CONSERVATION,3,VILLE DE MONTREAL,20,DÉTAIL,45.5297107,-73.6235433
GIULIETTA PIZZERIA NAPOLETANA MARCHE CENTRAL INC.,GIULIETTA PIZZERIA,"LES PERSONNES AFFECTEES A LA PREPARATION DES PRODUITS, AU LAVAGE OU AU NETTOYAGE DU MATERIEL ET DE L'EQUIPEMENT DOIVENT: PORTER UN BONNET OU UNE RESILLE PROPRE QUI RECOUVRE ENTIEREMENT LES CHEVEUX: PORTER UN COUVRE-BARBE PROPRE QUI RECOUVRE ENTIEREMENT LA BARBE.","951 BOULEVARD CREMAZIE OUEST MONTREAL, (QC) H4N3M5",RESTAURANT,"L'exploitant, qui opérait à la date de l'infraction, a cessé ses opérations",09/11/2024 00:00:00,10/02/2024 00:00:00,10/02/2024 00:00:00,500 $,P-29,"Loi sur les produits alimentaires (RLRQ, chapitre P-29)",r.1            ,REGLEMENT SUR LES ALIMENTS,2.2.3               ,PERSONNEL,3,VILLE DE MONTREAL,21,RESTAURATION,45.5325498,-73.6485871
9453-5705 QUEBEC INC.,RESTAURANT BEAU VILLAGE,"LE LIEU OU LE VEHICULE DOIT ETRE AERE, VENTILE ET DISPOSER: D'EAU POTABLE COURANTE CHAUDE ET FROIDE:  D'UN APPAREIL DISTRIBUTEUR DE SAVON LIQUIDE OU EN POUDRE. LA TEMPERATURE DE L'EAU CHAUDE DOIT ETRE D'AU MOINS 60?C. LE LOCAL, L'AIRE OU LE VEHICULE UTILISE POUR LA PREPARATION DES PRODUITS DOIT, EN PLUS, DISPOSER D'UN EVIER, DE SERVIETTES INDIVIDUELLES JETABLES ET ETRE MUNI D'UN SYSTEME DE RECUPERATION OU D'EVACUATION DES EAUX USEES.","640 RUE JARRY OUEST MONTREAL, (QC) H3N1G2",RESTAURANT,,10/07/2024 00:00:00,03/19/2025 00:00:00,03/19/2025 00:00:00,500 $,P-29,"Loi sur les produits alimentaires (RLRQ, chapitre P-29)",r.1            ,REGLEMENT SUR LES ALIMENTS,2.1.3               ,EXIGENCES LIEU OU VEHICULES,3,VILLE DE MONTREAL,21,RESTAURATION,45.5308988,-73.635771
9119-7269 QUEBEC INC.,BOUCHERIE COTTO CRUDO BISTRO,"TOUT PRODUIT CONDITIONNE EN VUE DE LA VENTE DOIT PORTER, EN CARACTERES INDELEBILES, TRES LISIBLES ET APPARENTS, SUR LE RECIPIENT, L'EMBALLAGE OU L'ENVELOPPE QUI LE CONTIENT LES INSCRIPTIONS NECESSAIRES POUR REVELER LA NATURE, L'ETAT, LA COMPOSITION, L'UTILISATION, LA QUANTITE EXACTE, L'ORIGINE ET TOUTE PARTICULARITE DU PRODUIT: LES NOM ET ADRESSE DU FABRICANT, PREPARATEUR, CONDITIONNEUR, EMBALLEUR, FOURNISSEUR OU DISTRIBUTEUR: LE LIEU DE FABRICATION, PREPARATION OU CONDITIONNEMENT DU PRODUIT. L'ENUMERATION DES COMPOSANTS DOIT FIGURER PAR ORDRE D'IMPORTANCE DECROISSANT. L'INDICATION DE POIDS DOIT TENIR COMPTE DE LA PERTE QUE PEUT NORMALEMENT SUBIR LE PRODUIT APRES SON CONDITIONNEMENT ET ETRE EXPRIMEE EN POIDS NET.","9297 BOULEVARD SAINT-MICHEL MONTREAL, (QC) H1Z3G7",BOUCHERIE,,04/08/2024 00:00:00,04/29/2024 00:00:00,04/29/2024 00:00:00,500 $,P-29,"Loi sur les produits alimentaires (RLRQ, chapitre P-29)",r.1            ,REGLEMENT SUR LES ALIMENTS,3.3.3               ,INSCRIPTION OBLIGATOIRE,3,VILLE DE MONTREAL,20,DÉTAIL,45.5740066,-73.6319919
9252-3240 QUEBEC INC.,RESTAURANT TROPICAL PARADISE,"LE LIEU OU LE VEHICULE DOIT ETRE EXEMPT DE CONTAMINANTS, DE POLLUANTS, DE TOUTE ESPECE D'ANIMAUX Y COMPRIS LES INSECTES ET LES RONGEURS OU DE LEURS EXCREMENTS.","5208 BOULEVARD DECARIE MONTREAL, (QC) H3X2H9",RESTAURANT,,01/07/2025 00:00:00,06/19/2025 00:00:00,06/19/2025 00:00:00,1000 $,P-29,"Loi sur les produits alimentaires (RLRQ, chapitre P-29)",r.1            ,REGLEMENT SUR LES ALIMENTS,2.1.2               ,,3,VILLE DE MONTREAL,21,RESTAURATION,45.4843491,-73.6311932
